X,Y,OBJECTID,CommunityName,IncorporationType,Population,Source,DataYear,CommunityAreaTypeName
-316465.219624345,1423712.50023967,267,Anvik,2nd Class City,77,DCCED Certified,2016,Community
354054.042572951,2041227.39298027,268,Arctic Village,Unincorporated Census Designated Place,180,DCCED Certified,2016,Community
-1366063.79757625,452267.170700528,269,Atka,2nd Class City,65,DCCED Certified,2016,Community
-446971.034695754,1236062.1002801,270,Atmautluak,Unincorporated Census Designated Place,315,DCCED Certified,2016,Community
547790.856091772,1530825.16369162,271,Tok,Unincorporated Census Designated Place,1246,Department of Labor and Workforce Development Estimate,2015,Community
1041545.37663449,1173105.06431145,272,Haines CDP,Census Designated Place,1738,Department of Labor and Workforce Development Estimate,2017,Place of Interest
-102113.987735628,2368208.04202493,273,North Slope Borough,Non-Unified Home Rule Borough,9712,DCCED Certified,2011,Community
-102113.987735628,2368208.04202493,274,North Slope Borough,Non-Unified Home Rule Borough,9899,DCCED Certified,2012,Community
-102113.987735628,2368208.04202493,275,North Slope Borough,Non-Unified Home Rule Borough,10079,DCCED Certified,2013,Community
-101342.589397113,2367854.81608432,276,Utqiagvik,1st Class City,4437,DCCED Certified,2011,Community
-101342.589397113,2367854.81608432,277,Utqiagvik,1st Class City,4617,DCCED Certified,2012,Community
1041545.37663449,1173105.06431145,278,Haines CDP,Census Designated Place,1805,Department of Labor and Workforce Development Estimate,2014,Place of Interest
1041545.37663449,1173105.06431145,279,Haines CDP,Census Designated Place,1809,Department of Labor and Workforce Development Estimate,2013,Place of Interest
1041545.37663449,1173105.06431145,280,Haines CDP,Census Designated Place,1832,Department of Labor and Workforce Development Estimate,2012,Place of Interest
1041545.37663449,1173105.06431145,281,Haines CDP,Census Designated Place,1806,Department of Labor and Workforce Development Estimate,2011,Place of Interest
1041545.37663449,1173105.06431145,282,Haines Borough,Non-Unified Home Rule Borough,2620,DCCED Certified,2011,Community
1041545.37663449,1173105.06431145,283,Haines Borough,Non-Unified Home Rule Borough,2620,DCCED Certified,2012,Community
1041545.37663449,1173105.06431145,284,Haines Borough,Non-Unified Home Rule Borough,2530,DCCED Certified,2013,Community
1041545.37663449,1173105.06431145,285,Haines Borough,Non-Unified Home Rule Borough,2537,DCCED Certified,2014,Community
1041545.37663449,1173105.06431145,286,Haines Borough,Non-Unified Home Rule Borough,2493,DCCED Certified,2015,Community
-447480.499676292,1667267.57588047,287,White Mountain,2nd Class City,187,DCCED Certified,2015,Community
392913.405986853,1600383.39171041,288,Whitestone,Unincorporated Census Designated Place,99,Department of Labor and Workforce Development Estimate,2015,Community
1077159.1230103,1050160.43867859,289,Whitestone Logging Camp,Unincorporated Census Designated Place,0,Department of Labor and Workforce Development Estimate,2015,Place of Interest
288183.511480306,1210202.13575226,290,Whittier,2nd Class City,253,DCCED Certified,2015,Community
208089.05632427,1313544.57809536,291,Willow,Census Designated Place,2043,Department of Labor and Workforce Development Estimate,2015,Community
461934.537657093,1344305.54624745,292,Willow Creek,Unincorporated Census Designated Place,186,Department of Labor and Workforce Development Estimate,2015,Place of Interest
167825.450388539,1943993.01559828,293,Wiseman,Unincorporated Census Designated Place,16,Department of Labor and Workforce Development Estimate,2015,Place of Interest
84278.8266749924,856732.114235153,294,Womens Bay,Census Designated Place,783,Department of Labor and Workforce Development Estimate,2015,Place of Interest
-1537201.88387456,470990.318946767,295,Adak,2nd Class City,247,DCCED Certified,2014,Community
-10520.5699198308,771139.336261794,296,Akhiok,2nd Class City,81,DCCED Certified,2014,Community
-401781.971546647,1237051.74614264,297,Akiachak,Unincorporated Census Designated Place,675,Department of Labor and Workforce Development Estimate,2014,Community
-390088.939894051,1235043.39515902,298,Akiak,2nd Class City,389,DCCED Certified,2014,Community
-766481.088033544,525927.941681311,299,Akutan,2nd Class City,1052,DCCED Certified,2014,Community
-542393.858993326,1456437.81284289,300,Alakanuk,2nd Class City,730,DCCED Certified,2014,Community
57878.2758713154,1844678.35876887,301,Alatna,Unincorporated Census Designated Place,26,Department of Labor and Workforce Development Estimate,2014,Community
660486.095615432,1470329.47573192,302,Alcan Border,Unincorporated Census Designated Place,27,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-262309.821977796,1040822.31335393,303,Aleknagik,2nd Class City,232,DCCED Certified,2014,Community
65958.2658785713,889737.767643071,304,Aleneva,Census Designated Place,44,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-410420.502445733,612521.25493188,305,Aleutians East Borough,2nd Class Borough,3096,DCCED Certified,2014,Community
60175.5883428383,1845337.79990434,306,Allakaket,2nd Class City,111,DCCED Certified,2014,Community
-168359.015507785,1908076.91542096,307,Ambler,2nd Class City,274,DCCED Certified,2014,Community
94892.9302364204,2021732.26164827,308,Anaktuvuk Pass,2nd Class City,375,DCCED Certified,2014,Community
121199.389118617,1089266.55987276,309,Anchor Point,Census Designated Place,2041,Department of Labor and Workforce Development Estimate,2014,Community
231978.883433856,1606209.63576818,310,Anderson,2nd Class City,209,DCCED Certified,2014,Community
1144735.21044678,1001399.40699281,311,Angoon,2nd Class City,416,DCCED Certified,2014,Community
-292240.212580172,1301035.4502126,312,Aniak,2nd Class City,533,DCCED Certified,2014,Community
-316465.219624345,1423712.50023967,313,Anvik,2nd Class City,79,DCCED Certified,2014,Community
354054.042572951,2041227.39298027,314,Arctic Village,Unincorporated Census Designated Place,175,Department of Labor and Workforce Development Estimate,2014,Community
-1366063.79757625,452267.170700528,315,Atka,2nd Class City,70,DCCED Certified,2014,Community
-446971.034695754,1236062.1002801,316,Atmautluak,Unincorporated Census Designated Place,305,Department of Labor and Workforce Development Estimate,2014,Community
-130179.525861584,2281005.03230254,317,Atqasuk,2nd Class City,248,DCCED Certified,2014,Community
254074.437006868,1139939.1831959,318,Bear Creek,Census Designated Place,2011,Department of Labor and Workforce Development Estimate,2014,Community
295944.830471104,1837251.65818556,319,Beaver,Unincorporated Census Designated Place,77,Department of Labor and Workforce Development Estimate,2014,Community
158485.82290769,1246918.33284539,320,Beluga,Census Designated Place,16,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-420709.46987438,1225426.25546842,321,Bethel,2nd Class City,6241,DCCED Certified,2014,Community
109495.160712797,1886970.79354587,322,Bettles,2nd Class City,13,DCCED Certified,2014,Community
395907.79207344,1600283.15470697,323,Big Delta,Unincorporated Census Designated Place,549,Department of Labor and Workforce Development Estimate,2014,Community
221333.887788479,1292873.56560959,324,Big Lake,Census Designated Place,3590,Department of Labor and Workforce Development Estimate,2014,Community
1296748.56302501,826496.781561914,325,Big Salt,Unincorporated,0,Department of Labor and Workforce Development Estimate,2014,Community
367732.924374864,1834380.69863958,326,Birch Creek,Unincorporated Census Designated Place,23,Department of Labor and Workforce Development Estimate,2014,Community
-578885.345951845,1762943.31139869,327,Brevig Mission,2nd Class City,411,DCCED Certified,2014,Community
-174132.730783473,973954.708374513,328,Bristol Bay Borough,2nd Class Borough,942,DCCED Certified,2014,Community
-324001.743176981,1797365.25911133,329,Buckland,2nd Class City,482,DCCED Certified,2014,Community
262871.326125714,1311333.08417726,330,Buffalo Soapstone,Census Designated Place,870,Department of Labor and Workforce Development Estimate,2014,Place of Interest
262841.989433413,1294542.10965787,331,Butte,Census Designated Place,3409,Department of Labor and Workforce Development Estimate,2014,Community
254354.328064305,1501399.51140176,332,Cantwell,Census Designated Place,196,Department of Labor and Workforce Development Estimate,2014,Community
422841.771775656,1763917.60948005,333,Central,Unincorporated Census Designated Place,91,Department of Labor and Workforce Development Estimate,2014,Community
454359.728294303,1889974.92602281,334,Chalkyitsik,Unincorporated Census Designated Place,72,Department of Labor and Workforce Development Estimate,2014,Community
203097.40402155,1392307.62022123,335,Chase,Census Designated Place,42,Department of Labor and Workforce Development Estimate,2014,Community
-566472.040459798,1173895.45756847,336,Chefornak,2nd Class City,420,DCCED Certified,2014,Community
331738.160820134,1134592.24073559,337,Chenega,Unincorporated Census Designated Place,63,Department of Labor and Workforce Development Estimate,2014,Community
-611355.594582764,1336743.04208092,338,Chevak,2nd Class City,989,DCCED Certified,2014,Community
289882.564494981,1325244.7520765,339,Chickaloon,Census Designated Place,244,Department of Labor and Workforce Development Estimate,2014,Community
584805.759588564,1620860.64070141,340,Chicken,Unincorporated Census Designated Place,7,Department of Labor and Workforce Development Estimate,2014,Place of Interest
-272641.915673634,708171.073460952,341,Chignik,2nd Class City,96,DCCED Certified,2014,Community
-280194.960905991,709704.934092457,342,Chignik Lagoon,Census Designated Place,78,Department of Labor and Workforce Development Estimate,2014,Community
-294537.833390566,704373.112042544,343,Chignik Lake,Census Designated Place,76,Department of Labor and Workforce Development Estimate,2014,Community
105904.171318265,847470.945897264,344,Chiniak,Census Designated Place,48,Department of Labor and Workforce Development Estimate,2014,Place of Interest
620241.421585954,1398669.37789593,345,Chisana,Unincorporated Census Designated Place,0,Department of Labor and Workforce Development Estimate,2014,Place of Interest
477049.511091391,1432884.65986376,346,Chistochina,Unincorporated Census Designated Place,95,Department of Labor and Workforce Development Estimate,2014,Community
505209.434057254,1318323.36338686,347,Chitina,Unincorporated Census Designated Place,132,Department of Labor and Workforce Development Estimate,2014,Community
-277208.32474227,1299382.0395778,348,Chuathbaluk,2nd Class City,134,DCCED Certified,2014,Community
453137.328724413,1797102.5674427,349,Circle,Unincorporated Census Designated Place,107,Department of Labor and Workforce Development Estimate,2014,Community
1115220.67484787,940259.297605514,350,City and Borough of Sitka,Unified Home Rule Borough,9061,DCCED Certified,2014,Community
143380.401020965,1140419.44502553,351,Clam Gulch,Census Designated Place,194,Department of Labor and Workforce Development Estimate,2014,Community
-261538.012610842,990939.377471944,352,Clark's Point,2nd Class City,48,DCCED Certified,2014,Community
1296626.40124041,875531.421165456,353,Coffman Cove,2nd Class City,184,DCCED Certified,2014,Community
147296.352254568,1156546.17263257,354,Cohoe,Census Designated Place,1383,Department of Labor and Workforce Development Estimate,2014,Community
-553099.206449505,613456.321491174,355,Cold Bay,2nd Class City,89,DCCED Certified,2014,Community
165267.505139373,1926764.33569298,356,Coldfoot,Unincorporated Census Designated Place,11,Department of Labor and Workforce Development Estimate,2014,Place of Interest
229361.852471945,1174878.75156961,357,Cooper Landing,Census Designated Place,279,Department of Labor and Workforce Development Estimate,2014,Community
453407.617757306,1360664.88459182,358,Copper Center,Unincorporated Census Designated Place,315,Department of Labor and Workforce Development Estimate,2014,Community
449341.002617589,1201051.24327367,359,Cordova,Home Rule City,2286,DCCED Certified,2014,Community
1007107.40951449,1181897.81569748,360,Covenant Life,Census Designated Place,65,Department of Labor and Workforce Development Estimate,2014,Place of Interest
1296029.36558087,812250.576492947,361,Craig,1st Class City,1198,DCCED Certified,2014,Community
-215168.893662071,1328137.49475481,362,Crooked Creek,Unincorporated Census Designated Place,93,Department of Labor and Workforce Development Estimate,2014,Community
253927.740643429,1168042.84768789,363,Crown Point,Census Designated Place,75,Department of Labor and Workforce Development Estimate,2014,Community
-394886.386127338,1816964.99104262,364,Deering,2nd Class City,152,DCCED Certified,2014,Community
402015.700729432,1589787.6184476,365,Delta Junction,2nd Class City,1089,DCCED Certified,2014,Community
431611.370034326,1575600.54128973,366,Deltana,Unincorporated Census Designated Place,2309,Department of Labor and Workforce Development Estimate,2014,Community
244849.960668467,1554216.33053856,367,Denali Borough,Non-Unified Home Rule Borough,1785,DCCED Certified,2014,Community
137077.940141427,1078592.02091622,368,Diamond Ridge,Census Designated Place,1191,Department of Labor and Workforce Development Estimate,2014,Community
-255125.567695575,1013454.46873694,369,Dillingham,1st Class City,2431,DCCED Certified,2014,Community
-680552.401707761,1832482.91683757,370,Diomede,2nd Class City,111,DCCED Certified,2014,Community
489564.377905441,1557990.0018995,371,Dot Lake,Unincorporated Census Designated Place,19,Department of Labor and Workforce Development Estimate,2014,Place of Interest
490069.88529105,1557800.84393968,372,Dot Lake Village,Unincorporated Census Designated Place,50,Department of Labor and Workforce Development Estimate,2014,Community
