X,Y,OBJECTID,CommunityName,Coastal,AsOfDate,Description
288184.759092788,1210202.02666098,143,Whittier,Yes,2018/03/12 00:00:00+00,"Whittier has an ice-free port and two city docks (70' cargo dock and 60' floating passenger dock). A small boat harbor has slips for 360 fishing, recreation, and charter vessels. It is served by road, rail, the state ferry, boat, and aircraft. Since 2000, a tunnel has provided a road connection. The Anton Anderson Memorial Tunnel was reconstructed to accommodate both rail and road vehicles. The railway carries passengers, vehicles, and cargo 12 miles from the Portage Station east of Girdwood. The state-owned gravel airstrip accommodates charter aircraft, and a city-owned seaplane dock is available for passenger transfer."
121200.627885157,1089266.44100893,144,Anchor Point,Yes,2018/03/12 00:00:00+00,"The Sterling Highway provides access to Anchorage. Nearby Homer offers an airport, state ferry access, and docking and boat launching facilities."
254075.683593308,1139939.0694567,145,Bear Creek,No,2018/03/12 00:00:00+00,"Bear Creek is connected to the Alaska Highway system and is 5 miles north of Seward. The Seward Airport also provides daily air service and charters. The Port of Seward serves cruise ships, the state ferry, cargo barges, and ocean freighters from Seattle and overseas. Its small boat harbor has moorage and two boat launch ramps. The Alaska Railroad provides over 1.4 billion pounds of cargo transit each year, importing cargo for the Interior and exporting coal to the Pacific Rim."
221335.130288721,1292873.46128974,146,Big Lake,No,2018/03/12 00:00:00+00,Big Lake Road is accessible from mile 52 of the George Parks Highway. A state-owned gravel airstrip and float plane dock are available. Several boat launches and a marina support recreational watercraft.
262872.57109151,1311332.9811816,147,Buffalo Soapstone,No,2018/03/12 00:00:00+00,"Buffalo Soapstone is located off of the Glenn Highway. Commercial airlines serve the Anchorage International Airport, but the Palmer Municipal Airport supports private and chartered services. There are seven additional privately-owned airstrips in the vicinity. Float planes may land at nearby Finger Lake or Wolf Lake. The Alaska Railroad connects Palmer to Whittier, Seward, or Anchorage for ocean freight delivery."
262843.234540305,1294542.00560752,148,Butte,No,2018/03/12 00:00:00+00,"Butte lies along the Old Glenn Highway. A public airstrip, owned and operated by the Butte Airman's Association, is available. The railroad and other means of transportation are also accessible in Palmer and Anchorage."
254355.572007311,1501399.42060633,149,Cantwell,No,2018/03/12 00:00:00+00,"Cantwell is accessible by road, rail, and air. The George Parks Highway connects to Fairbanks and Anchorage, and the Denali Highway links Denali Park with the Richardson Highway during summer months only. A privately-owned dirt runway is open to the public. The town began as a stop on the Alaska Railway and the railroad still provides train service."
203098.644718641,1392307.5224306,150,Chase,No,2018/03/12 00:00:00+00,"The railroad will drop travelers at the head of a trail leading into Chase. There is no direct road access, except from the George Parks Highway to nearby Talkeetna. The nearest airport is at Talkeetna. There is a system of trails throughout the community."
289883.811011003,1325244.65001646,151,Chickaloon,No,2018/03/12 00:00:00+00,"Chickaloon is accessible by the statewide highway system and a local road network. Goods are most often brought in from the Palmer/Wasilla area or Anchorage. There is a scheduled freight service, as well as a scheduled passenger service providing flag stop bus service on a route between Anchorage and Valdez. There is also a privately-owned runway."
-280193.742651678,709704.775156877,152,Chignik Lagoon,Yes,2018/03/12 00:00:00+00,"Chignik Lagoon is primarily accessible by air and sea. There are no roads connecting it to other villages. There is a strong regional interest in constructing roads between Chignik, Chignik Lagoon, Chignik Lake, and the landfill. There is a state-maintained gravel airstrip, public domain small boat harbor, and seaplane base. Regular and charter flights are available from King Salmon. A cargo ship brings supplies annually, and goods are lightered to shore. Boat haul-outs are available. ATVs and skiffs are the primary means of local transportation."
-294536.616202522,704372.952104132,153,Chignik Lake,Yes,2018/03/12 00:00:00+00,"Chignik Lake is primarily accessible by air. There is a state-owned gravel airstrip; seaplanes may land at Chignik Lagoon. Regularly-scheduled and charter flights are provided. Goods are lightered, weekly during the summer and monthly during winter, to the lake via Chignik Lagoon and are then transported over land. The state ferry provides service to Chignik Lagoon four times per year. There is no harbor, dock, barge access, or boat haul-outs. Skiffs and ATVs are the primary means of local transportation. There is a strong regional interest in constructing roads between Chignik, Chignik Lagoon, Chignik Lake, and the city landfill."
143381.640364235,1140419.32995447,154,Clam Gulch,Yes,2018/03/12 00:00:00+00,The Sterling Highway provides access to Anchorage and beyond. Nearby Kenai offers an airport and docking facilities.
147297.591593765,1156546.05870085,155,Cohoe,Yes,2018/03/12 00:00:00+00,The Sterling Highway provides access to Anchorage. Kenai offers an airport and docking facilities.
229363.096929844,1174878.63973561,156,Cooper Landing,No,2018/03/12 00:00:00+00,"The Sterling Highway provides access to Anchorage and beyond. Kenai offers air transportation and docking facilities. A privately-owned boat launch is available. The state-owned Quartz Creek Airport provides a gravel runway, and float planes may land at Cooper Lake."
253928.986759285,1168042.73568521,157,Crown Point,No,2018/03/12 00:00:00+00,"The Seward and Sterling Highways provide access to Anchorage and beyond. The Lawing Airport serves Crown Point, in addition to the nearby Kenai and Seward airport and docking facilities."
137079.18021596,1078591.90157087,158,Diamond Ridge,Yes,2018/03/12 00:00:00+00,"The Sterling Highway provides access to Anchorage. Nearby Homer offers an airport, state ferry access, and docking and boat-launching facilities."
285219.862264316,1667877.2286641,159,Ester,No,2018/03/12 00:00:00+00,Ester has access to the statewide highway system and to all Fairbanks transportation facilities.
250361.251578821,1310626.54739092,160,Fishhook,No,2018/03/12 00:00:00+00,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport."
301046.446744987,1680858.24702788,161,Fox,No,2018/03/12 00:00:00+00,The area's highways provide access to the statewide road system. Nearby Fairbanks is 11 miles south of Fox and offers jet and railway services.
151373.868896011,1084665.79179957,162,Fritz Creek,Yes,2018/03/12 00:00:00+00,"East End Road provides road access to Homer. Nearby Homer offers an airport, harbor and docking facilities, and a state ferry landing."
177179.719791345,1172748.87623511,163,Funny River,No,2018/03/12 00:00:00+00,The Soldotna and Kenai airports serve local air traffic. The Sterling Highway provides access to Anchorage and other destinations.
251773.457253135,1297369.84145519,164,Gateway,No,2018/03/12 00:00:00+00,"The George Parks Highway, Glenn Highway, and other local roads connect the area to Anchorage, the remainder of the state, and Canada. The Alaska Railroad serves the Fairbanks to Seward route. The Wasilla and Palmer airports provide scheduled commuter and air taxi services. Float planes land at Wasilla Lake, Jacobsen Lake, and Lake Lucille. There are ten additional private airstrips in the vicinity. Commercial jet flights are operated out of Anchorage International Airport."
