X,Y,OBJECTID,CommunityID,CommunityName,IncorporationType,AreaType,BoroughCensusArea,ANCSARegionalCorporation,NativeRegionalHealthCarePro,ANCSARegionalNonProfit,SchoolDistrict,DCRAAlaskaRegion,ClimateRegion,EnergyRegion,EconomicRegion,ARDORRegion,RecordersOffice,Section,Township,Range,Meridian,sqMiLand,sqMiWater
-604707.768126036,1222202.94569942,1546,{976DFE6D-5070-41D4-B270-90EB077F8A48},Toksook Bay,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Lower Kuskokwim School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Bethel - 402,8,005N,090W,S,33.1,40.9
-332652.664299918,1562728.30203533,1547,{C3143A12-95C5-434E-A174-05E3A93C6CB4},Unalakleet,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,,Nome - 201,3,019S,011W,K,2.9,2.3
-334222.042316608,1300232.52489235,1548,{50BD3072-1166-4F66-BB42-2E68C28DE654},Upper Kalskag,2nd Class City,Community,Bethel Census Area,Calista Corporation,Yukon-Kuskokwim Health Corporation,Association of Village Council Presidents,Kuspuk School District,Western Region,Western Transitional,Lower Yukon-Kuskokwim,Southwest Economic Region,,Kuskokwim - 403,27,017N,061W,S,3.8,0.4
-227607.668616794,2305095.9767901,1549,{0B9370B1-7BCB-4AA4-B8CF-A63AECD907D3},Wainwright,2nd Class City,Community,North Slope Borough,Arctic Slope Regional Corporation,"Arctic Slope Native Association, Limited","Arctic Slope Native Association, Limited",North Slope Borough School District,Northern Region,Arctic,North Slope,Northern Economic Region,,Barrow - 413,24,015N,032W,U,17.6,24.9
-645492.756304416,1807658.53281773,1550,{F8A9EA5F-A5D3-4A9C-B4B3-EDACC1AD5746},Wales,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Southeast Economic Region,Bering Strait Development Council,Nome - 201,5,002N,045W,K,2.8,0
1275681.25090895,880764.434072811,1551,{4999C06C-E2C7-48C4-9BD9-E95833F9D114},Whale Pass,2nd Class City,Community,Prince of Wales-Hyder Census Area,Sealaska Corporation,Southeast Alaska Regional Health Consortium,Central Council of the Tlingit and Haida Indian Tribes of Alaska,Southeast Island School District,Southeast Region,Southeast Maritime,Southeast,Southeast Economic Region,Southeast Conference,Petersburg - 110,25,066S,079E,C,7.86,17.98
-447479.312091524,1667267.50587921,1552,{7B4ACF01-3330-4839-B43B-E98C4902C151},White Mountain,2nd Class City,Community,Nome Census Area,Bering Straits Native Corporation,Norton Sound Health Corporation,"Kawerak, Incorporated",Bering Strait School District,Northwest Region,Western Transitional,Bering Straits,Northern Economic Region,,Nome - 201,26,009S,024W,K,1.8,0.2
288184.759092788,1210202.02666098,1553,{52F6D695-370B-4814-8DA9-00DCC073CA83},Whittier,2nd Class City,Community,Chugach Census Area,Chugach Alaska Corporation,Chugachmiut,Chugachmiut,Chugach School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Prince William Sound Economic Development District,Anchorage - 301,23,008N,004E,S,12.5,7.2
121200.627885157,1089266.44100893,1554,{C20E1D6B-1DBC-4F69-B3F3-1AEC09EDDD83},Anchor Point,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",Seldovia Village Tribe,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,4,005S,015W,S,,
254075.683593308,1139939.0694567,1555,{2B076D8C-6D9B-439C-90F1-92FEAE651E60},Bear Creek,CDP,Community,Kenai Peninsula Borough,Chugach Alaska Corporation,Chugachmiut,Chugachmiut,Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Seward - 314,23,001N,001W,S,,
221335.130288721,1292873.46128974,1556,{2AA584CB-3B03-4D75-8F91-A995C37D4C4D},Big Lake,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,28,017N,003W,S,,
262872.57109151,1311332.9811816,1557,{2D6814D6-89F0-4625-BF64-3C6A59C5FA97},Buffalo Soapstone,CDP,Place of Interest,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,36,019N,002E,S,,
262843.234540305,1294542.00560752,1558,{9A9D4747-657F-4044-BB90-7E45B94AB987},Butte,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,25,017N,002E,S,,
254355.572007311,1501399.42060633,1559,{E263C114-3707-494D-84BF-BCBDC754E133},Cantwell,CDP,Community,Denali Borough,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Denali Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,32,017S,007W,F,0,0
203098.644718641,1392307.5224306,1560,{427130A7-E294-4C77-9945-66799C9AE903},Chase,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Talkeetna - 321,8,027N,004W,S,,
289883.811011003,1325244.65001646,1561,{CF24E3C4-5B20-4D19-BAA0-498A17870CA8},Chickaloon,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,35,020N,005E,S,79.4,0.8
-280193.742651678,709704.775156877,1562,{5FBF89C8-6F1F-4610-B81F-18286B0993C8},Chignik Lagoon,CDP,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Southwest Maritime,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,5,045S,059W,S,,
-294536.616202522,704372.952104132,1563,{F821657B-F119-4950-BB18-F827B06C680C},Chignik Lake,CDP,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Southwest Maritime,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Aleutian Islands - 305,26,045S,061W,S,,
143381.640364235,1140419.32995447,1564,{EC16CE1C-0D9C-429D-A6DE-133FCC9D3FF9},Clam Gulch,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Kenai - 302,32,002N,012W,S,,
147297.591593765,1156546.05870085,1565,{9F0FE231-3223-4A37-89B8-9182CD7AB22F},Cohoe,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Kenai - 302,11,003N,012W,S,,
229363.096929844,1174878.63973561,1566,{CB929A5F-AF01-4DE3-8855-87193B97F75F},Cooper Landing,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Seward - 314,28,005N,003W,S,,
253928.986759285,1168042.73568521,1567,{07E54FE2-DCBE-4AD4-8894-6E012A80DDB1},Crown Point,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Seward - 314,24,004N,001W,S,,
137079.18021596,1078591.90157087,1568,{C8495E9B-FA1E-4A9D-90EA-248D8DB63522},Diamond Ridge,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,7,006S,013W,S,,
285219.862264316,1667877.2286641,1569,{C975E5F6-90CB-420B-9766-C43941847789},Ester,CDP,Community,Fairbanks North Star Borough,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,4,001S,002W,F,0,0
250361.251578821,1310626.54739092,1570,{90DA2B6B-1B09-4D7A-A466-E6B55B21AEE8},Fishhook,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,34,019N,001E,S,,
301046.446744987,1680858.24702788,1571,{DF0AA24E-FAFB-4033-9E30-014BC53D341A},Fox,CDP,Community,Fairbanks North Star Borough,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,31,002N,001E,F,,
151373.868896011,1084665.79179957,1572,{4B339CC2-7B7F-4B2F-8003-C1DE90E459CD},Fritz Creek,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,22,005S,012W,S,,
177179.719791345,1172748.87623511,1573,{CF70B6E1-31BB-4019-97D8-DD470A6AD914},Funny River,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Kenai - 302,30,005N,008W,S,,
251773.457253135,1297369.84145519,1574,{A1A00D41-E402-42E4-B4DE-FF2EE4036F66},Gateway,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,10,017N,001E,S,,
329327.55058675,1328445.60885091,1575,{723F2211-DF24-4A26-B478-AC2F7B43D3AF},Glacier View,CDP,Community,Matanuska-Susitna Borough,"Ahtna, Incorporated",Copper River Native Association,Copper River Native Association,Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,25,020N,009E,S,,
289077.955790433,1676279.94651655,1576,{C63A334D-9CE5-410F-9042-CB548BBECC87},Goldstream,CDP,Community,Fairbanks North Star Borough,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,12,001N,002W,F,,
125967.131336441,1107168.56440516,1577,{452DEEAD-0063-4786-BCAF-5835043C441F},Happy Valley,CDP,Place of Interest,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Homer - 309,8,003S,014W,S,,
244851.204268498,1554216.24330167,1578,{8905A89B-A676-4C0A-BEB5-C17AD570F833},Healy,CDP,Community,Denali Borough,"Doyon, Limited",Copper River Native Association,Copper River Native Association,Denali Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,,Nenana - 414,18,012S,007W,F,,
236419.301095638,1222751.1515791,1579,{B94A5304-F56C-49FE-A615-8E72E73F6255},Hope,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Seward - 314,33,010N,002W,S,,
-107962.714497153,1038397.38657463,1580,{729C1584-C0E2-49D1-B9B4-275E3D55B9D1},Igiugig,CDP,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Iliamna - 320,8,010S,039W,S,0,0
-50740.8886460557,1085205.2101001,1581,{5ADEA6FC-9615-4F6E-9B68-F73ADD743B06},Iliamna,CDP,Community,Lake and Peninsula Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Lake and Peninsula Borough School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Iliamna - 320,9,005S,033W,S,,
156453.254663933,1170083.70777103,1582,{644B47A1-3B29-48C4-8EF0-4585B2204F2E},Kalifornsky,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Kenai - 302,36,005N,011W,S,,
-26064.7996387458,839943.077749614,1583,{BF30433A-BCB7-443D-A9C4-767CA6C76820},Karluk,CDP,Community,Kodiak Island Borough,"Koniag, Incorporated",Kodiak Area Native Association,Kodiak Area Native Association,Kodiak Island Borough School District,Gulf Coast Region,Gulf Coast Maritime,Kodiak,Gulf Coast Economic Region,Southwest Alaska Municipal Conference,Kodiak - 303,21,030S,032W,S,,
150947.041884566,1151749.7363287,1584,{CB8D5160-2521-4803-9207-2BBA48832C17},Kasilof,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Transitional,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Kenai - 302,30,003N,011W,S,,
-154171.846505468,967957.788887921,1585,{DEFFD70D-72D8-4A79-B7DF-81586E965AFF},King Salmon,CDP,Community,Bristol Bay Borough,Bristol Bay Native Corporation,Bristol Bay Area Health Corporation,"Bristol Bay Native Association, Incorporated",Bristol Bay Borough School District,Southwest Region,Western Transitional,Bristol Bay,Southwest Economic Region,Southwest Alaska Municipal Conference,Kvichak - 310,23,017S,045W,S,,
252671.273232628,1129075.08671598,1586,{338A7ACA-098D-4B9F-A871-233477997E11},Lowell Point,CDP,Community,Kenai Peninsula Borough,Chugach Alaska Corporation,Chugachmiut,Chugachmiut,Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Seward - 314,22,001S,001W,S,,
232200.569542632,1301642.87433705,1587,{2DB58EF7-4C06-407F-9B11-35502BBDB0CC},Meadow Lakes,CDP,Community,Matanuska-Susitna Borough,"Cook Inlet Region, Incorporated",Southcentral Foundation,"Cook Inlet Tribal Council, Incorporated",Matanuska-Susitna Borough School District,Southcentral Region,Transitional,Railbelt,Anchorage/Mat-Su Economic Region,,Palmer - 311,27,018N,002W,S,0,0
325901.475400626,1655381.66495783,1588,{7656A688-D4F7-4599-B494-E946C7AC2CF6},Moose Creek,CDP,Community,Fairbanks North Star Borough,"Doyon, Limited","Tanana Chiefs Conference, Department of Health Services",Tanana Chiefs Conference,Fairbanks North Star Borough School District,Interior Region,Continental,Railbelt,Interior Economic Region,Fairbanks North Star Borough Economic Development Commission,Fairbanks - 401,28,002S,003E,F,,
253475.34563688,1175536.99364506,1589,{9A5F6C32-F2B9-425E-86F6-1C856BB6FFA8},Moose Pass,CDP,Community,Kenai Peninsula Borough,"Cook Inlet Region, Incorporated",,"Cook Inlet Tribal Council, Incorporated",Kenai Peninsula Borough School District,Gulf Coast Region,Gulf Coast Maritime,Railbelt,Gulf Coast Economic Region,Kenai Peninsula Economic Development District,Seward - 314,36,005N,001W,S,,
